,time,open,high,low,close,volumn,atr,macd,macdsignal,macdhist
0,2017-07-17 09:30:00,3699.6,3705.2,3699.0,3701.2,297.0,,,,
1,2017-07-17 09:31:00,3701.2,3701.2,3697.0,3700.8,155.0,,,,
2,2017-07-17 09:32:00,3700.2,3708.0,3700.2,3707.2,132.0,,,,
3,2017-07-17 09:33:00,3706.6,3708.6,3703.8,3707.8,152.0,,,,
4,2017-07-17 09:34:00,3709.4,3709.4,3704.8,3705.8,129.0,,,,
5,2017-07-17 09:35:00,3705.8,3706.6,3703.2,3703.6,138.0,,,,
6,2017-07-17 09:36:00,3703.6,3703.6,3700.4,3701.8,106.0,,,,
7,2017-07-17 09:37:00,3701.8,3703.0,3696.6,3696.6,124.0,,,,
8,2017-07-17 09:38:00,3696.4,3696.6,3692.0,3693.4,211.0,,,,
9,2017-07-17 09:39:00,3693.4,3693.4,3688.0,3688.6,182.0,,,,
10,2017-07-17 09:40:00,3688.8,3688.8,3682.2,3682.4,219.0,,,,
11,2017-07-17 09:41:00,3682.0,3684.0,3680.2,3680.2,225.0,,,,
12,2017-07-17 09:42:00,3680.2,3680.2,3662.2,3663.0,390.0,,,,
13,2017-07-17 09:43:00,3662.8,3662.8,3653.2,3655.0,357.0,,,,
14,2017-07-17 09:44:00,3653.4,3653.4,3643.4,3644.8,425.0,6.728571428571448,,,
15,2017-07-17 09:45:00,3643.8,3643.8,3632.0,3634.0,384.0,7.162244897959215,,,
16,2017-07-17 09:46:00,3635.6,3637.2,3633.0,3635.0,489.0,6.9506559766764004,,,
17,2017-07-17 09:47:00,3635.4,3641.0,3634.6,3640.6,352.0,6.911323406913807,,,
18,2017-07-17 09:48:00,3640.8,3640.8,3636.8,3640.6,233.0,6.703371734991392,,,
19,2017-07-17 09:49:00,3640.4,3643.0,3640.0,3641.6,171.0,6.438845182492007,,,
20,2017-07-17 09:50:00,3641.6,3642.0,3636.8,3638.0,158.0,6.350356240885422,,,
21,2017-07-17 09:51:00,3638.0,3646.6,3637.4,3646.2,257.0,6.553902223679308,,,
22,2017-07-17 09:52:00,3647.0,3651.2,3645.6,3650.0,225.0,6.485766350559351,,,
23,2017-07-17 09:53:00,3652.8,3654.6,3650.2,3650.6,189.0,6.35106875409082,,,
24,2017-07-17 09:54:00,3650.6,3657.2,3650.0,3656.0,127.0,6.411706700227177,,,
25,2017-07-17 09:55:00,3656.0,3657.2,3650.6,3652.8,137.0,6.425156221639516,,,
26,2017-07-17 09:56:00,3652.6,3658.6,3652.6,3658.6,102.0,6.394787920093836,,,
27,2017-07-17 09:57:00,3657.8,3666.6,3657.6,3666.6,154.0,6.58087449722999,,,
28,2017-07-17 09:58:00,3666.6,3668.6,3659.6,3659.6,134.0,6.753669175999277,,,
29,2017-07-17 09:59:00,3661.8,3661.8,3657.2,3657.2,93.0,6.599835663427926,,,
30,2017-07-17 10:00:00,3657.2,3658.0,3655.4,3658.0,83.0,6.31413311604021,,,
31,2017-07-17 10:01:00,3658.6,3665.6,3658.2,3663.6,102.0,6.4059807506087605,,,
32,2017-07-17 10:02:00,3664.2,3665.0,3661.6,3665.0,70.0,6.191267839850998,,,
33,2017-07-17 10:03:00,3665.0,3665.8,3661.6,3663.8,70.0,6.049034422718804,-8.815633640122996,-16.103746743666356,7.28811310354336
34,2017-07-17 10:04:00,3663.8,3665.8,3662.4,3665.8,55.0,5.859817678238896,-7.48835637097045,-14.380668669127175,6.892312298156725
35,2017-07-17 10:05:00,3665.8,3670.0,3665.2,3670.0,98.0,5.784116415507559,-6.028086643048027,-12.710152263911345,6.682065620863318
36,2017-07-17 10:06:00,3670.2,3676.6,3670.2,3675.0,216.0,5.84239381439987,-4.41644413093718,-11.051410637316511,6.634966506379332
37,2017-07-17 10:07:00,3675.8,3676.0,3671.0,3672.0,103.0,5.782222827657022,-3.342747642748236,-9.509678038402857,6.166930395654621
38,2017-07-17 10:08:00,3672.0,3673.8,3670.0,3671.4,63.0,5.640635482824391,-2.511301703081699,-8.110002771338625,5.598701068256926
39,2017-07-17 10:09:00,3671.8,3672.2,3669.2,3669.6,35.0,5.452018662622649,-1.974854864846293,-6.8829731900401585,4.908118325193866
40,2017-07-17 10:10:00,3669.6,3672.0,3669.6,3669.6,33.0,5.2340173295781804,-1.5320562894212344,-5.8127898099163735,4.280733520495139
41,2017-07-17 10:11:00,3670.2,3670.2,3666.0,3666.8,69.0,5.160158948894012,-1.3910368210467823,-4.928439212142456,3.5374023910956733
42,2017-07-17 10:12:00,3666.8,3672.8,3666.8,3669.4,60.0,5.220147595401583,-1.0572918037041745,-4.1542097304548,3.096917926750625
43,2017-07-17 10:13:00,3669.4,3670.0,3667.0,3667.0,40.0,5.06156562430147,-0.9752147467697796,-3.5184107337177957,2.543195986948016
44,2017-07-17 10:14:00,3666.6,3670.8,3665.8,3666.2,68.0,5.057168079708508,-0.9636134657325783,-3.007451280120752,2.0438378143881737
45,2017-07-17 10:30:00,3664.6,3666.2,3663.4,3666.0,28.0,4.895941788300738,-0.9594972088998475,-2.597860465876571,1.6383632569767235
46,2017-07-17 10:31:00,3666.0,3670.8,3666.0,3669.4,45.0,4.889088803422126,-0.6741127090008376,-2.2131109145014243,1.5389982055005866
47,2017-07-17 10:32:00,3669.4,3674.0,3669.4,3673.4,62.0,4.868439603177682,-0.12375034914839489,-1.7952388014308185,1.6714884522824236
48,2017-07-17 10:33:00,3674.0,3674.0,3668.8,3671.2,57.0,4.892122488664978,0.13335691682277684,-1.4095196577800995,1.5428765746028763
49,2017-07-17 10:34:00,3671.2,3675.4,3671.2,3675.4,68.0,4.84268516804607,0.6683172315661068,-0.9939522799108582,1.662269511476965
50,2017-07-17 10:35:00,3675.4,3677.0,3674.8,3675.6,67.0,4.653921941757052,1.0957839484553915,-0.5760050342376082,1.6717889826929997
51,2017-07-17 10:36:00,3675.6,3677.6,3675.2,3676.2,44.0,4.492927517345841,1.4660694508793313,-0.16759013721422028,1.6336595880935516
52,2017-07-17 10:37:00,3676.2,3678.0,3675.8,3677.8,55.0,4.3291469803925535,1.8671071584662968,0.23934932192188313,1.6277578365444136
53,2017-07-17 10:38:00,3677.8,3678.0,3674.2,3675.6,99.0,4.291350767507384,1.9845343406673237,0.5883863256709713,1.3961480149963523
54,2017-07-17 10:39:00,3675.2,3679.0,3675.0,3678.6,42.0,4.270539998399714,2.2932361575976756,0.9293562920563121,1.3638798655413635
55,2017-07-17 10:40:00,3678.6,3682.0,3678.0,3681.0,55.0,4.251215712799735,2.70041580154475,1.2835681939539998,1.4168476075907503
56,2017-07-17 10:41:00,3681.0,3682.2,3679.0,3680.6,36.0,4.17612887617117,2.95674839094454,1.6182042333521078,1.3385441575924322
57,2017-07-17 10:42:00,3680.2,3681.4,3678.0,3678.0,50.0,4.120691099301807,2.91647622148912,1.8778586309795102,1.0386175905096096
58,2017-07-17 10:43:00,3678.4,3678.4,3674.6,3674.6,37.0,4.097784592208834,2.580462684491522,2.0183794416819127,0.5620832428096092
59,2017-07-17 10:44:00,3674.6,3680.0,3673.6,3678.6,48.0,4.262228549908209,2.606885552262611,2.1360806637980523,0.4708048884645586
60,2017-07-17 10:45:00,3678.6,3678.6,3673.8,3675.8,64.0,4.300640796343318,2.3745173084680573,2.1837679927320535,0.19074931573600384
61,2017-07-17 10:46:00,3675.0,3678.0,3673.6,3673.8,68.0,4.3077378823188015,2.0058582307542565,2.148186040336494,-0.14232780958223756
62,2017-07-17 10:47:00,3673.8,3677.4,3673.8,3676.0,49.0,4.25718517643888,1.8696625632492214,2.0924813449190394,-0.22281878166981794
63,2017-07-17 10:48:00,3675.2,3676.0,3674.0,3675.0,26.0,4.095957663836103,1.6618777802950717,2.0063606319942457,-0.34448285169917403
64,2017-07-17 10:49:00,3675.0,3676.4,3674.2,3674.4,24.0,3.960532116419258,1.432281408689505,1.8915447873332976,-0.4592633786437925
65,2017-07-17 10:50:00,3674.8,3676.2,3674.2,3674.2,33.0,3.8204941081035964,1.220121500352434,1.7572601299371249,-0.5371386295846909
66,2017-07-17 10:51:00,3674.2,3676.6,3673.6,3676.4,24.0,3.761887386096197,1.215493406922178,1.6489067853341355,-0.4334133784119574
67,2017-07-17 10:52:00,3676.4,3676.4,3675.4,3675.4,16.0,3.5646097156607546,1.1182435513064775,1.5427741385286038,-0.42453058722212633
68,2017-07-17 10:53:00,3675.4,3675.8,3673.6,3675.0,27.0,3.467137593113577,0.9973982963224444,1.433698970087372,-0.43630067376492754
69,2017-07-17 10:54:00,3675.0,3675.0,3674.0,3674.2,21.0,3.2909134793197503,0.8275349393252327,1.312466163934944,-0.4849312246097113
70,2017-07-17 10:55:00,3674.2,3675.0,3672.6,3672.8,38.0,3.227276802225489,0.5733396033383542,1.164640851815626,-0.5913012484772717
71,2017-07-17 10:56:00,3672.6,3674.2,3671.6,3672.4,43.0,3.1824713163522333,0.3357410967578289,0.9988609008040665,-0.6631198040462376
72,2017-07-17 10:57:00,3672.4,3673.0,3671.8,3673.0,22.0,3.040866222327061,0.19362555916040947,0.8378138324753351,-0.6441882733149257
73,2017-07-17 10:58:00,3672.6,3675.2,3672.4,3675.2,34.0,3.023661492160823,0.2555734934167049,0.7213657646636091,-0.46579227124690425
74,2017-07-17 10:59:00,3675.2,3680.6,3674.4,3679.6,76.0,3.250542814149323,0.6521928322968051,0.7075311781902484,-0.05533834589344322
75,2017-07-17 11:00:00,3679.6,3682.2,3679.4,3679.6,71.0,3.218361184567209,0.9555020826178406,0.7571253590757668,0.1983767235420738
76,2017-07-17 11:01:00,3679.6,3684.4,3679.6,3683.6,70.0,3.331335385669564,1.5013369416151363,0.9059676755836408,0.5953692660314955
77,2017-07-17 11:02:00,3683.6,3686.0,3682.4,3683.4,62.0,3.3505257152645886,1.895921666565755,1.1039584737800636,0.7919631927856914
78,2017-07-17 11:03:00,3683.4,3685.0,3683.2,3685.0,44.0,3.2397738784599883,2.311098625811155,1.345386504186282,0.9657121216248732
79,2017-07-17 11:04:00,3685.2,3685.2,3681.4,3682.4,27.0,3.279790029998541,2.4026350055523835,1.5568362044595023,0.8457988010928812
80,2017-07-17 11:05:00,3682.4,3684.2,3682.4,3683.8,23.0,3.174090742141483,2.5586519981638958,1.757199363200381,0.8014526349635147
81,2017-07-17 11:06:00,3683.8,3685.0,3683.8,3684.2,40.0,3.0330842605599355,2.683637938265292,1.9424870782133632,0.741150860051929
82,2017-07-17 11:07:00,3684.2,3686.0,3684.0,3685.8,24.0,2.959292527662797,2.878613954717366,2.1297124535141636,0.7489015012032025
83,2017-07-17 11:08:00,3685.8,3685.8,3682.8,3683.4,36.0,2.9622002042583118,2.807115233080822,2.2651930094274952,0.5419222236533265
84,2017-07-17 11:09:00,3683.4,3684.0,3680.0,3683.2,56.0,3.036328761097004,2.703153382988603,2.352785084139717,0.3503682988488861
85,2017-07-17 11:10:00,3683.2,3688.4,3683.2,3687.4,78.0,3.1908767067329515,2.9259393593210916,2.467415939175992,0.4585234201450996
86,2017-07-17 11:11:00,3687.4,3687.8,3684.0,3686.8,45.0,3.234385513394897,3.019279490529698,2.5777886494467332,0.44149084108296455
87,2017-07-17 11:12:00,3686.8,3688.4,3686.6,3688.2,25.0,3.131929405295274,3.1696823911565843,2.6961673977887033,0.47351499336788105
88,2017-07-17 11:13:00,3688.2,3691.8,3680.6,3687.8,87.0,3.708220162059917,3.219488853002531,2.800831688831469,0.41865716417106213
89,2017-07-17 11:14:00,3687.8,3694.0,3687.8,3692.2,80.0,3.8862044361984815,3.572818829058633,2.9552291168769016,0.6175897121817315
90,2017-07-17 11:15:00,3692.2,3693.8,3690.6,3691.0,46.0,3.8371898336128956,3.7132019290556855,3.1068236793126585,0.606378249743027
91,2017-07-17 11:16:00,3691.0,3691.0,3687.0,3688.4,65.0,3.8488191312119744,3.573465589406169,3.2001520613313605,0.37331352807480833
92,2017-07-17 11:17:00,3688.4,3689.0,3687.0,3687.0,28.0,3.7167606218396902,3.3115813849581173,3.222437926056712,0.08914345890140529
93,2017-07-17 11:18:00,3687.0,3688.6,3687.0,3687.4,24.0,3.56556343456542,3.10057146540521,3.1980646339264114,-0.09749316852120149
94,2017-07-17 11:19:00,3687.4,3688.8,3687.2,3688.6,18.0,3.425166046382202,2.9956426513354018,3.1575802374082094,-0.16193758607280762
95,2017-07-17 11:20:00,3688.6,3690.8,3688.6,3690.2,18.0,3.33765418592635,3.0069304163648667,3.127450273199541,-0.12051985683467414
96,2017-07-17 11:21:00,3690.2,3693.8,3689.6,3691.4,39.0,3.399250315503059,3.0772335893498166,3.117406936429596,-0.040173347079779376
97,2017-07-17 11:22:00,3691.4,3693.8,3691.2,3693.8,23.0,3.3421610072528667,3.2886992252856544,3.1516653942008075,0.1370338310848469
98,2017-07-17 11:23:00,3693.8,3694.8,3693.2,3694.0,36.0,3.2177209353062595,3.432853792183323,3.2079030737973104,0.22495071838601266
99,2017-07-17 11:24:00,3694.0,3697.0,3693.0,3696.0,68.0,3.2735980113558125,3.6662187230331256,3.2995662036444733,0.3666525193886523
100,2017-07-17 11:25:00,3696.0,3700.0,3696.0,3700.0,102.0,3.3254838676875402,4.126362543806863,3.4649254716769513,0.6614370721299117
101,2017-07-17 11:26:00,3701.2,3701.2,3698.2,3699.0,70.0,3.3022350199955732,4.360077929953604,3.643955963332282,0.7161219666213223
102,2017-07-17 11:27:00,3699.0,3699.4,3697.2,3699.4,28.0,3.223503947138766,4.525409609356757,3.820246692537177,0.7051629168195799
103,2017-07-17 11:28:00,3699.4,3701.4,3698.8,3698.8,39.0,3.178967950914562,4.555508109067432,3.967298975843228,0.5882091332242041
104,2017-07-17 11:29:00,3698.8,3702.4,3698.8,3702.2,54.0,3.2090416687063725,4.798400003609004,4.133519181396383,0.6648808222126208
105,2017-07-17 13:30:00,3692.2,3693.8,3691.2,3693.4,30.0,3.765538692370203,4.232022997866807,4.153219944690468,0.07880305317633862
106,2017-07-17 13:31:00,3693.4,3694.2,3692.0,3692.4,22.0,3.6537145000580327,3.660280067466374,4.05463196924565,-0.3943519017792756
107,2017-07-17 13:32:00,3692.4,3696.8,3692.4,3694.6,39.0,3.707020607196751,3.346119309261667,3.9129294372488532,-0.5668101279871864
108,2017-07-17 13:33:00,3694.6,3696.2,3693.4,3694.2,29.0,3.642233420968392,3.0299407174002226,3.7363316932791273,-0.7063909758789046
109,2017-07-17 13:34:00,3694.2,3696.0,3692.4,3694.6,46.0,3.6392167480420716,2.7796020403875445,3.5449857627008106,-0.765383722313266
110,2017-07-17 13:35:00,3694.6,3695.0,3692.8,3694.6,18.0,3.5364155517533393,2.5517913727517225,3.346346884710993,-0.7945555119592704
111,2017-07-17 13:36:00,3694.6,3694.8,3692.6,3693.4,25.0,3.440957298056692,2.248500492151379,3.12677760619907,-0.878277114047691
112,2017-07-17 13:37:00,3693.4,3694.0,3692.2,3692.4,42.0,3.3237460624812267,1.9054834148473674,2.8825187679287296,-0.9770353530813622
113,2017-07-17 13:38:00,3692.4,3692.8,3690.0,3690.0,37.0,3.2863356294468664,1.4235699392970673,2.590729002202397,-1.1671590629053297
114,2017-07-17 13:39:00,3689.6,3691.6,3688.0,3689.0,41.0,3.3087402273435123,0.9500073024496487,2.2625846622518475,-1.3125773598021988
115,2017-07-17 13:40:00,3689.0,3689.0,3685.2,3685.2,44.0,3.3438302111047027,0.26502224734213087,1.863072179269904,-1.5980499319277732
116,2017-07-17 13:41:00,3685.2,3686.2,3684.0,3685.0,43.0,3.2621280531686394,-0.29062156788313587,1.432333429839296,-1.7229549977224319
117,2017-07-17 13:42:00,3685.0,3685.4,3683.4,3683.6,30.0,3.1719760493708793,-0.83432402633116,0.9790019386052048,-1.8133259649363649
118,2017-07-17 13:43:00,3683.4,3684.8,3683.4,3684.0,40.0,3.0454063315586803,-1.2188849379208477,0.5394245632999942,-1.7583095012208418
119,2017-07-17 13:44:00,3684.0,3684.0,3680.4,3680.4,64.0,3.085020165018768,-1.7934681599590476,0.07284601864818585,-1.8663141786072335
120,2017-07-17 13:45:00,3680.2,3682.6,3679.2,3681.8,64.0,3.107518724660291,-2.111520904747522,-0.3640273660309557,-1.7474935387165662
121,2017-07-17 13:46:00,3681.8,3685.6,3681.8,3684.8,53.0,3.1569816728988225,-2.0973283725475085,-0.7106875673342663,-1.3866408052132422
122,2017-07-17 13:47:00,3685.2,3687.2,3685.2,3687.2,34.0,3.1029115534060234,-1.8708546977750302,-0.9427209934224191,-0.9281337043526111
123,2017-07-17 13:48:00,3687.2,3687.2,3684.6,3685.6,27.0,3.066989299591301,-1.799733104175175,-1.1141234155729702,-0.6856096886022047
124,2017-07-17 13:49:00,3685.6,3687.0,3685.2,3687.0,17.0,2.9764900639062213,-1.6118203672613163,-1.2136628059106394,-0.3981575613506769
125,2017-07-17 13:50:00,3687.0,3687.8,3686.0,3686.6,26.0,2.892455059341504,-1.4781357971182842,-1.2665574041521683,-0.2115783929661159
126,2017-07-17 13:51:00,3686.6,3688.0,3686.4,3686.4,29.0,2.800136840817104,-1.3725067373520687,-1.2877472707921485,-0.08475946655992028
127,2017-07-17 13:52:00,3687.8,3688.6,3686.4,3687.2,26.0,2.7572699236158695,-1.210290160756358,-1.2722558487849904,0.06196568802863234
128,2017-07-17 13:53:00,3687.2,3689.0,3687.2,3688.8,30.0,2.688893500500463,-0.9417695932156676,-1.2061585976711258,0.2643890044554582
129,2017-07-17 13:54:00,3688.8,3688.8,3685.4,3687.0,29.0,2.7396868218932937,-0.8642475577553341,-1.1377763896879673,0.2735288319326332
130,2017-07-17 13:55:00,3687.0,3688.8,3687.0,3687.0,30.0,2.6725663346152144,-0.7936619452693776,-1.0689535008042494,0.27529155553487183
131,2017-07-17 13:56:00,3687.0,3688.4,3684.0,3684.0,34.0,2.795954453571277,-0.968631485968217,-1.0488890978370429,0.08025761186882585
132,2017-07-17 13:57:00,3684.0,3684.6,3681.4,3683.6,54.0,2.8248148497447443,-1.1265861804076849,-1.0644285143511714,-0.062157666056513516
133,2017-07-17 13:58:00,3683.6,3685.0,3682.4,3683.8,30.0,2.8087566461915414,-1.221546853482323,-1.0958521821774017,-0.1256946713049214
134,2017-07-17 13:59:00,3683.6,3684.6,3682.0,3682.8,45.0,2.793845457177853,-1.3617975591278082,-1.1490412575674829,-0.21275630156032532
135,2017-07-17 14:00:00,3682.8,3682.8,3675.2,3677.6,117.0,3.137142210236604,-1.8709763449287493,-1.2934282750397361,-0.5775480698890132
136,2017-07-17 14:01:00,3677.8,3679.2,3677.4,3678.8,41.0,3.0416320523625413,-2.152857429588039,-1.4653141059493966,-0.6875433236386423
137,2017-07-17 14:02:00,3678.4,3679.8,3675.4,3679.8,57.0,3.1386583343366516,-2.2693983656649834,-1.626130957892514,-0.6432674077724694
138,2017-07-17 14:03:00,3679.8,3680.8,3676.6,3680.4,43.0,3.2144684533126244,-2.2869800293642584,-1.7583007721868629,-0.5286792571773955
139,2017-07-17 14:04:00,3680.4,3680.4,3678.4,3680.0,35.0,3.127720706647437,-2.3066012185377076,-1.8679608614570318,-0.43864035708067584
140,2017-07-17 14:05:00,3680.0,3680.0,3677.0,3678.0,24.0,3.118597799029763,-2.455232050869654,-1.9854150993395563,-0.4698169515300976
141,2017-07-17 14:06:00,3678.0,3678.0,3676.2,3677.0,47.0,3.0244122419562216,-2.6234729360203346,-2.113026666675712,-0.5104462693446226
142,2017-07-17 14:07:00,3676.6,3678.0,3676.4,3677.2,32.0,2.9226685103879135,-2.7094340518956415,-2.232308143719698,-0.47712590817594336
143,2017-07-17 14:08:00,3677.2,3678.4,3677.0,3677.6,17.0,2.813906473931641,-2.713996931263864,-2.328645901228531,-0.3853510300353329
144,2017-07-17 14:09:00,3677.6,3679.8,3677.6,3678.4,30.0,2.7700560115079718,-2.622825432976697,-2.3874818075781645,-0.23534362539853237
145,2017-07-17 14:10:00,3678.4,3679.8,3677.2,3677.4,28.0,2.757909153543143,-2.601277103173743,-2.43024086669728,-0.17103623647646282
146,2017-07-17 14:11:00,3677.2,3677.2,3670.4,3670.4,89.0,3.0609156425757753,-3.1131548834910063,-2.566823670056025,-0.5463312134349811
147,2017-07-17 14:12:00,3670.2,3672.6,3670.2,3672.6,31.0,3.013707382391798,-3.3032226044406343,-2.714103456932947,-0.5891191475076871
148,2017-07-17 14:13:00,3672.0,3673.0,3671.0,3671.6,24.0,2.9412997122209554,-3.4942645783535227,-2.870135681217062,-0.6241288971364605
149,2017-07-17 14:14:00,3671.6,3674.2,3671.0,3671.2,34.0,2.9597783042051597,-3.63602949149481,-3.0233144432726116,-0.6127150482221984
150,2017-07-17 14:15:00,3671.2,3672.4,3662.8,3662.8,87.0,3.4340798539047848,-4.375748104451759,-3.293801175508441,-1.0819469289433181
151,2017-07-17 14:16:00,3662.8,3665.4,3662.2,3665.4,49.0,3.417359864340177,-4.698026241618209,-3.5746461887303944,-1.1233800528878142
152,2017-07-17 14:17:00,3664.4,3665.4,3657.4,3658.2,66.0,3.7446913026015927,-5.471343571402031,-3.953985665264722,-1.5173579061373088
153,2017-07-17 14:18:00,3658.2,3659.0,3655.0,3655.0,87.0,3.7629276381300505,-6.2701381338097235,-4.417216158973722,-1.8529219748360015
154,2017-07-17 14:19:00,3655.0,3655.0,3652.0,3653.4,73.0,3.7084328068350465,-6.952155091435998,-4.924203945466177,-2.027951145969821
155,2017-07-17 14:20:00,3653.0,3659.8,3651.6,3657.6,90.0,4.029259034918277,-7.072229287964092,-5.35380901396576,-1.7184202739983316
156,2017-07-17 14:21:00,3657.6,3660.0,3657.0,3659.0,38.0,3.9557405324241146,-6.974028395922687,-5.677852890357146,-1.2961755055655413
157,2017-07-17 14:22:00,3659.0,3662.4,3659.0,3662.0,40.0,3.916044780108113,-6.578298028700374,-5.857941918025792,-0.7203561106745822
158,2017-07-17 14:23:00,3661.8,3662.0,3659.8,3660.2,29.0,3.7934701529575205,-6.3368762534837515,-5.9537287851173835,-0.38314746836636804
159,2017-07-17 14:24:00,3660.2,3661.4,3659.6,3661.0,38.0,3.651079427746282,-6.0116953611805,-5.965322100330007,-0.0463732608504932
160,2017-07-17 14:25:00,3661.4,3661.4,3659.0,3659.0,24.0,3.561716611478697,-5.847958817510516,-5.941849443766109,0.0938906262555923
161,2017-07-17 14:26:00,3656.8,3659.8,3656.6,3659.6,45.0,3.53587971065881,-5.605168547484482,-5.874513264509783,0.2693447170253016
162,2017-07-17 14:27:00,3659.6,3659.6,3657.8,3658.2,22.0,3.41188830275459,-5.462752597492454,-5.792161131106317,0.32940853361386324
163,2017-07-17 14:28:00,3658.2,3658.6,3654.4,3654.6,43.0,3.4681819954149633,-5.576099045817955,-5.748948714048645,0.1728496682306897
164,2017-07-17 14:29:00,3654.6,3656.0,3646.6,3650.2,80.0,3.891883281456758,-5.952355105949664,-5.789629992428848,-0.16272511352081587
165,2017-07-17 14:30:00,3648.6,3648.8,3642.4,3643.2,124.0,4.171034475638399,-6.737714069232879,-5.979246807789655,-0.7584672614432248
